participant_id,task,input_type,input_value,timestamp
15,C,button_clicked,**,2021-05-23 21:40:44.489028
15,C,button_clicked,2,2021-05-23 21:40:45.177571
15,C,button_clicked,+,2021-05-23 21:40:46.139386
15,C,button_clicked,4,2021-05-23 21:40:46.962647
15,C,button_clicked,**,2021-05-23 21:40:47.854912
15,C,button_clicked,2,2021-05-23 21:40:48.673664
15,C,button_clicked,),2021-05-23 21:40:49.411177
15,C,button_clicked,*,2021-05-23 21:40:49.994560
15,C,button_clicked,1,2021-05-23 21:40:50.778715
15,C,button_clicked,5,2021-05-23 21:40:51.298493
15,C,button_clicked,.,2021-05-23 21:40:51.871046
15,C,button_clicked,2,2021-05-23 21:40:52.329938
15,C,button_clicked,=,2021-05-23 21:40:52.922087
16,A,button_clicked,1,2021-05-23 21:43:42.731633
16,A,button_clicked,+,2021-05-23 21:43:43.609072
16,A,button_clicked,2,2021-05-23 21:43:44.265386
16,A,button_clicked,+,2021-05-23 21:43:44.919992
16,A,button_clicked,3,2021-05-23 21:43:45.545787
16,A,button_clicked,+,2021-05-23 21:43:46.105010
16,A,button_clicked,4,2021-05-23 21:43:47.040851
16,A,button_clicked,+,2021-05-23 21:43:47.681308
16,A,button_clicked,5,2021-05-23 21:43:48.406864
16,A,button_clicked,+,2021-05-23 21:43:49.033427
16,A,button_clicked,6,2021-05-23 21:43:49.634644
16,A,button_clicked,+,2021-05-23 21:43:50.174362
16,A,button_clicked,7,2021-05-23 21:43:50.894550
16,A,button_clicked,+,2021-05-23 21:43:51.614531
16,A,button_clicked,8,2021-05-23 21:43:52.265980
16,A,button_clicked,+,2021-05-23 21:43:52.952902
16,A,button_clicked,9,2021-05-23 21:43:53.681111
16,A,button_clicked,+,2021-05-23 21:43:54.349536
16,A,button_clicked,1,2021-05-23 21:43:55.161297
16,A,button_clicked,0,2021-05-23 21:43:55.705502
16,A,button_clicked,+,2021-05-23 21:43:56.441260
16,A,button_clicked,1,2021-05-23 21:43:57.120602
16,A,button_clicked,1,2021-05-23 21:43:57.336802
16,A,button_clicked,+,2021-05-23 21:43:58.024928
16,A,button_clicked,1,2021-05-23 21:43:58.721416
16,A,button_clicked,2,2021-05-23 21:43:59.145801
16,A,button_clicked,+,2021-05-23 21:43:59.693201
16,A,button_clicked,1,2021-05-23 21:44:00.433218
16,A,button_clicked,3,2021-05-23 21:44:00.953408
16,A,button_clicked,+,2021-05-23 21:44:01.424297
16,A,button_clicked,1,2021-05-23 21:44:02.023959
16,A,button_clicked,4,2021-05-23 21:44:02.528332
16,A,button_clicked,+,2021-05-23 21:44:03.233423
16,A,button_clicked,1,2021-05-23 21:44:03.809041
16,A,button_clicked,5,2021-05-23 21:44:04.365530
16,A,button_clicked,+,2021-05-23 21:44:04.977600
16,A,button_clicked,1,2021-05-23 21:44:05.744496
16,A,button_clicked,6,2021-05-23 21:44:06.498040
16,A,button_clicked,+,2021-05-23 21:44:07.080240
16,A,button_clicked,1,2021-05-23 21:44:07.853449
16,A,button_clicked,7,2021-05-23 21:44:08.393146
16,A,button_clicked,+,2021-05-23 21:44:09.009805
16,A,button_clicked,1,2021-05-23 21:44:09.641109
16,A,button_clicked,8,2021-05-23 21:44:10.232843
16,A,button_clicked,+,2021-05-23 21:44:10.903025
16,A,button_clicked,1,2021-05-23 21:44:11.537034
16,A,button_clicked,9,2021-05-23 21:44:12.144655
16,A,button_clicked,+,2021-05-23 21:44:12.713297
16,A,button_clicked,2,2021-05-23 21:44:13.382531
16,A,button_clicked,0,2021-05-23 21:44:13.911023
16,A,button_clicked,=,2021-05-23 21:44:14.521873
16,C,button_clicked,(,2021-05-23 21:44:43.632997
16,C,button_clicked,3,2021-05-23 21:44:44.809489
16,C,button_clicked,**,2021-05-23 21:44:45.425562
16,C,button_clicked,2,2021-05-23 21:44:46.286044
16,C,button_clicked,+,2021-05-23 21:44:47.129471
16,C,button_clicked,4,2021-05-23 21:44:47.901002
16,C,button_clicked,**,2021-05-23 21:44:48.680798
16,C,button_clicked,2,2021-05-23 21:44:49.445186
16,C,button_clicked,),2021-05-23 21:44:50.306873
16,C,button_clicked,*,2021-05-23 21:44:50.869249
16,C,button_clicked,1,2021-05-23 21:44:51.526506
16,C,button_clicked,5,2021-05-23 21:44:52.006730
16,C,button_clicked,.,2021-05-23 21:44:52.485293
16,C,button_clicked,2,2021-05-23 21:44:52.911781
16,C,button_clicked,=,2021-05-23 21:44:53.869794
